model,seed,arm,budget,turn,input_tok,peak_tok,latency_s
qwen2.5:1.5b,0,recency,700,1,993,551,11.366091
qwen2.5:1.5b,0,recency,700,2,1438,795,11.920945
qwen2.5:1.5b,0,recency,700,3,1869,1033,12.418198
qwen2.5:1.5b,0,recency,700,4,1879,1039,2.804208
qwen2.5:1.5b,0,recency,700,5,1893,1047,2.535636
qwen2.5:1.5b,1,recency,700,0,543,305,10.763085
qwen2.5:1.5b,1,recency,700,1,991,550,11.453117
qwen2.5:1.5b,1,recency,700,2,1437,795,11.87867
qwen2.5:1.5b,1,recency,700,3,1871,1034,12.365656
qwen2.5:1.5b,1,recency,700,4,1887,1041,2.840305
qwen2.5:1.5b,1,recency,700,5,1898,1048,2.539039
qwen2.5:1.5b,2,recency,700,0,545,306,11.092826
qwen2.5:1.5b,2,recency,700,1,996,551,11.409224
qwen2.5:1.5b,2,recency,700,2,1438,795,11.895971
qwen2.5:1.5b,2,recency,700,3,1872,1034,12.486781
qwen2.5:1.5b,2,recency,700,4,1878,1039,2.853123
qwen2.5:1.5b,2,recency,700,5,1882,1044,2.559881
qwen2.5:1.5b,3,recency,700,0,546,306,10.749148
qwen2.5:1.5b,3,recency,700,1,994,551,11.501252
qwen2.5:1.5b,3,recency,700,2,1441,796,11.973184
qwen2.5:1.5b,3,recency,700,3,1878,1035,12.299842
qwen2.5:1.5b,3,recency,700,4,1890,1042,2.840024
qwen2.5:1.5b,3,recency,700,5,1898,1048,2.560727
qwen2.5:1.5b,4,recency,700,0,543,305,10.877668
qwen2.5:1.5b,4,recency,700,1,991,550,11.568861
qwen2.5:1.5b,4,recency,700,2,1433,794,11.870313
qwen2.5:1.5b,4,recency,700,3,1867,1033,12.456756
qwen2.5:1.5b,4,recency,700,4,1880,1040,2.861986
qwen2.5:1.5b,4,recency,700,5,1887,1046,2.589916
qwen2.5:1.5b,0,reactive_afm,700,0,547,306,3.10602
qwen2.5:1.5b,0,reactive_afm,700,1,993,551,11.268459
qwen2.5:1.5b,0,reactive_afm,700,2,1069,597,12.360263
qwen2.5:1.5b,0,reactive_afm,700,3,1128,637,11.379191
qwen2.5:1.5b,0,reactive_afm,700,4,1194,678,11.437506
qwen2.5:1.5b,0,reactive_afm,700,5,1260,720,12.215491
qwen2.5:1.5b,1,reactive_afm,700,0,543,305,3.13251
qwen2.5:1.5b,1,reactive_afm,700,1,991,550,11.341737
qwen2.5:1.5b,1,reactive_afm,700,2,1068,597,4.633338
qwen2.5:1.5b,1,reactive_afm,700,3,1130,637,11.464417
qwen2.5:1.5b,1,reactive_afm,700,4,1199,680,11.995668
qwen2.5:1.5b,1,reactive_afm,700,5,1267,722,18.937688
qwen2.5:1.5b,2,reactive_afm,700,0,545,306,3.258715
qwen2.5:1.5b,2,reactive_afm,700,1,996,551,11.506546
qwen2.5:1.5b,2,reactive_afm,700,2,1048,585,4.16743
qwen2.5:1.5b,2,reactive_afm,700,3,1112,626,10.721797
qwen2.5:1.5b,2,reactive_afm,700,4,1174,666,11.91917
qwen2.5:1.5b,2,reactive_afm,700,5,1241,708,12.122483
qwen2.5:1.5b,3,reactive_afm,700,0,546,306,3.032917
qwen2.5:1.5b,3,reactive_afm,700,1,994,551,11.373417
qwen2.5:1.5b,3,reactive_afm,700,2,1068,597,12.352036
qwen2.5:1.5b,3,reactive_afm,700,3,1134,638,11.298422
qwen2.5:1.5b,3,reactive_afm,700,4,1201,680,11.405727
qwen2.5:1.5b,3,reactive_afm,700,5,1263,721,19.088694
qwen2.5:1.5b,4,reactive_afm,700,0,543,305,3.143919
qwen2.5:1.5b,4,reactive_afm,700,1,991,550,11.324489
qwen2.5:1.5b,4,reactive_afm,700,2,1062,595,12.419095
qwen2.5:1.5b,4,reactive_afm,700,3,1128,637,18.33517
qwen2.5:1.5b,4,reactive_afm,700,4,1197,679,18.786789
qwen2.5:1.5b,4,reactive_afm,700,5,1260,720,12.10079
qwen2.5:1.5b,0,foveance,700,0,547,306,3.111996
qwen2.5:1.5b,0,foveance,700,1,993,551,11.489679
qwen2.5:1.5b,0,foveance,700,2,1069,597,12.100102
qwen2.5:1.5b,0,foveance,700,3,1128,637,2.761458
qwen2.5:1.5b,0,foveance,700,4,1194,678,19.122659
qwen2.5:1.5b,0,foveance,700,5,1260,720,12.026748
qwen2.5:1.5b,1,foveance,700,0,543,305,3.115822
qwen2.5:1.5b,1,foveance,700,1,991,550,11.344842
qwen2.5:1.5b,1,foveance,700,2,1067,597,11.605125
qwen2.5:1.5b,1,foveance,700,3,1130,637,10.622804
qwen2.5:1.5b,1,foveance,700,4,1199,680,12.114927
qwen2.5:1.5b,1,foveance,700,5,1267,722,2.737362
qwen2.5:1.5b,2,foveance,700,0,545,306,3.061277
qwen2.5:1.5b,2,foveance,700,1,996,551,12.131197
qwen2.5:1.5b,2,foveance,700,2,1048,585,4.128622
qwen2.5:1.5b,2,foveance,700,3,1128,637,18.799808
qwen2.5:1.5b,2,foveance,700,4,1174,666,10.769488
qwen2.5:1.5b,2,foveance,700,5,1233,706,18.588212
qwen2.5:1.5b,3,foveance,700,0,546,306,3.063246
qwen2.5:1.5b,3,foveance,700,1,994,551,11.537485
qwen2.5:1.5b,3,foveance,700,2,1068,597,12.220679
qwen2.5:1.5b,3,foveance,700,3,1134,638,2.816467
qwen2.5:1.5b,3,foveance,700,4,1201,680,2.772595
qwen2.5:1.5b,3,foveance,700,5,1263,721,2.819414
qwen2.5:1.5b,4,foveance,700,0,543,305,3.10334
qwen2.5:1.5b,4,foveance,700,1,991,550,11.507865
qwen2.5:1.5b,4,foveance,700,2,1062,595,12.258367
qwen2.5:1.5b,4,foveance,700,3,1128,637,2.817167
qwen2.5:1.5b,4,foveance,700,4,1197,679,11.010576
qwen2.5:1.5b,4,foveance,700,5,1260,720,12.095745
qwen2.5:1.5b,0,full,1200,0,547,306,3.087154
qwen2.5:1.5b,0,full,1200,1,993,551,11.358848
qwen2.5:1.5b,0,full,1200,2,1438,795,12.072673
qwen2.5:1.5b,0,full,1200,3,1869,1033,12.264713
qwen2.5:1.5b,0,full,1200,4,2305,1273,12.997622
qwen2.5:1.5b,0,full,1200,5,2742,1512,13.387753
qwen2.5:1.5b,1,full,1200,0,543,305,3.03148
qwen2.5:1.5b,1,full,1200,1,991,550,11.48847
qwen2.5:1.5b,1,full,1200,2,1437,795,11.999471
qwen2.5:1.5b,1,full,1200,3,1871,1034,12.421473
qwen2.5:1.5b,1,full,1200,4,2308,1273,12.859976
qwen2.5:1.5b,1,full,1200,5,2745,1513,14.049464
qwen2.5:1.5b,2,full,1200,0,545,306,3.117214
qwen2.5:1.5b,2,full,1200,1,996,551,11.395343
qwen2.5:1.5b,2,full,1200,2,1438,795,12.044097
qwen2.5:1.5b,2,full,1200,3,1872,1034,12.468897
qwen2.5:1.5b,2,full,1200,4,2303,1272,12.805615
qwen2.5:1.5b,2,full,1200,5,2736,1511,13.477399
qwen2.5:1.5b,3,full,1200,0,546,306,3.017372
qwen2.5:1.5b,3,full,1200,1,994,551,11.392206
qwen2.5:1.5b,3,full,1200,2,1441,796,11.903482
qwen2.5:1.5b,3,full,1200,3,1878,1035,12.442901
qwen2.5:1.5b,3,full,1200,4,2315,1275,12.96463
qwen2.5:1.5b,3,full,1200,5,2748,1514,13.256958
qwen2.5:1.5b,4,full,1200,0,543,305,3.102862
qwen2.5:1.5b,4,full,1200,1,991,550,11.410466
qwen2.5:1.5b,4,full,1200,2,1433,794,11.739241
qwen2.5:1.5b,4,full,1200,3,1867,1033,12.419095
qwen2.5:1.5b,4,full,1200,4,2303,1272,12.801329
qwen2.5:1.5b,4,full,1200,5,2736,1511,13.358349
qwen2.5:1.5b,0,recency,1200,0,547,306,10.764497
qwen2.5:1.5b,0,recency,1200,1,993,551,11.227397
qwen2.5:1.5b,0,recency,1200,2,1438,795,11.760151
qwen2.5:1.5b,0,recency,1200,3,1869,1033,12.470672
qwen2.5:1.5b,0,recency,1200,4,1879,1039,2.831149
qwen2.5:1.5b,0,recency,1200,5,1893,1047,2.722739
qwen2.5:1.5b,1,recency,1200,0,543,305,10.845494
qwen2.5:1.5b,1,recency,1200,1,991,550,11.395962
qwen2.5:1.5b,1,recency,1200,2,1437,795,11.940452
qwen2.5:1.5b,1,recency,1200,3,1871,1034,12.301858
qwen2.5:1.5b,1,recency,1200,4,1887,1041,2.841596
qwen2.5:1.5b,1,recency,1200,5,1898,1048,2.557424
qwen2.5:1.5b,2,recency,1200,0,545,306,11.310879
qwen2.5:1.5b,2,recency,1200,1,996,551,11.604944
qwen2.5:1.5b,2,recency,1200,2,1438,795,12.478672
qwen2.5:1.5b,2,recency,1200,3,1872,1034,12.798734
qwen2.5:1.5b,2,recency,1200,4,1878,1039,2.855631
qwen2.5:1.5b,2,recency,1200,5,1882,1044,2.548968
qwen2.5:1.5b,3,recency,1200,0,546,306,11.305277
qwen2.5:1.5b,3,recency,1200,1,994,551,11.804825
qwen2.5:1.5b,3,recency,1200,2,1441,796,12.115575
qwen2.5:1.5b,3,recency,1200,3,1878,1035,12.272886
qwen2.5:1.5b,3,recency,1200,4,1890,1042,2.847491
qwen2.5:1.5b,3,recency,1200,5,1898,1048,2.539741
qwen2.5:1.5b,4,recency,1200,0,543,305,10.88512
qwen2.5:1.5b,4,recency,1200,1,991,550,11.465288
qwen2.5:1.5b,4,recency,1200,2,1433,794,12.02001
qwen2.5:1.5b,4,recency,1200,3,1867,1033,12.582176
qwen2.5:1.5b,4,recency,1200,4,1880,1040,2.87635
qwen2.5:1.5b,4,recency,1200,5,1887,1046,2.546569
qwen2.5:1.5b,0,reactive_afm,1200,0,547,306,3.088981
qwen2.5:1.5b,0,reactive_afm,1200,1,993,551,11.194267
qwen2.5:1.5b,0,reactive_afm,1200,2,1438,795,11.995566
qwen2.5:1.5b,0,reactive_afm,1200,3,1869,1033,12.251312
qwen2.5:1.5b,0,reactive_afm,1200,4,1936,1075,30.251799
qwen2.5:1.5b,0,reactive_afm,1200,5,2001,1116,21.574322
qwen2.5:1.5b,1,reactive_afm,1200,0,543,305,3.082374
qwen2.5:1.5b,1,reactive_afm,1200,1,991,550,11.377044
qwen2.5:1.5b,1,reactive_afm,1200,2,1437,795,11.874869
qwen2.5:1.5b,1,reactive_afm,1200,3,1871,1034,12.362871
qwen2.5:1.5b,1,reactive_afm,1200,4,1937,1075,29.900531
qwen2.5:1.5b,1,reactive_afm,1200,5,2004,1117,29.067197
qwen2.5:1.5b,2,reactive_afm,1200,0,545,306,3.078827
qwen2.5:1.5b,2,reactive_afm,1200,1,996,551,11.60407
qwen2.5:1.5b,2,reactive_afm,1200,2,1438,795,11.849132
qwen2.5:1.5b,2,reactive_afm,1200,3,1872,1034,12.328972
qwen2.5:1.5b,2,reactive_afm,1200,4,1913,1062,21.477616
qwen2.5:1.5b,2,reactive_afm,1200,5,1976,1103,28.629803
qwen2.5:1.5b,3,reactive_afm,1200,0,546,306,3.047927
qwen2.5:1.5b,3,reactive_afm,1200,1,994,551,11.305263
qwen2.5:1.5b,3,reactive_afm,1200,2,1441,796,12.073672
qwen2.5:1.5b,3,reactive_afm,1200,3,1878,1035,12.2102
qwen2.5:1.5b,3,reactive_afm,1200,4,1942,1076,30.766354
qwen2.5:1.5b,3,reactive_afm,1200,5,2004,1117,21.360848
qwen2.5:1.5b,4,reactive_afm,1200,0,543,305,3.070547
qwen2.5:1.5b,4,reactive_afm,1200,1,991,550,11.365294
qwen2.5:1.5b,4,reactive_afm,1200,2,1433,794,11.899207
qwen2.5:1.5b,4,reactive_afm,1200,3,1867,1033,12.599898
qwen2.5:1.5b,4,reactive_afm,1200,4,1932,1074,30.302484
qwen2.5:1.5b,4,reactive_afm,1200,5,1998,1115,30.064175
qwen2.5:1.5b,0,foveance,1200,0,547,306,3.075412
qwen2.5:1.5b,0,foveance,1200,1,993,551,11.443485
qwen2.5:1.5b,0,foveance,1200,2,1438,795,11.875424
qwen2.5:1.5b,0,foveance,1200,3,1869,1033,12.3417
qwen2.5:1.5b,0,foveance,1200,4,1936,1075,2.861256
qwen2.5:1.5b,0,foveance,1200,5,2001,1116,2.851559
qwen2.5:1.5b,1,foveance,1200,0,543,305,3.051718
qwen2.5:1.5b,1,foveance,1200,1,991,550,11.541781
qwen2.5:1.5b,1,foveance,1200,2,1437,795,11.911125
qwen2.5:1.5b,1,foveance,1200,3,1871,1034,12.324372
qwen2.5:1.5b,1,foveance,1200,4,1937,1075,2.86381
qwen2.5:1.5b,1,foveance,1200,5,2004,1117,2.85079
qwen2.5:1.5b,2,foveance,1200,0,545,306,3.09333
qwen2.5:1.5b,2,foveance,1200,1,996,551,11.348502
qwen2.5:1.5b,2,foveance,1200,2,1438,795,12.053068
qwen2.5:1.5b,2,foveance,1200,3,1872,1034,12.327964
qwen2.5:1.5b,2,foveance,1200,4,1913,1062,21.493725
qwen2.5:1.5b,2,foveance,1200,5,1976,1103,2.827705
qwen2.5:1.5b,3,foveance,1200,0,546,306,3.053534
qwen2.5:1.5b,3,foveance,1200,1,994,551,11.395872
qwen2.5:1.5b,3,foveance,1200,2,1441,796,12.178034
qwen2.5:1.5b,3,foveance,1200,3,1878,1035,12.356177
qwen2.5:1.5b,3,foveance,1200,4,1942,1076,2.863088
qwen2.5:1.5b,3,foveance,1200,5,2004,1117,2.861029
qwen2.5:1.5b,4,foveance,1200,0,543,305,3.089675
qwen2.5:1.5b,4,foveance,1200,1,991,550,11.365655
qwen2.5:1.5b,4,foveance,1200,2,1433,794,11.894392
qwen2.5:1.5b,4,foveance,1200,3,1867,1033,12.257236
qwen2.5:1.5b,4,foveance,1200,4,1932,1074,2.851126
qwen2.5:1.5b,4,foveance,1200,5,1998,1115,2.834301
gemma2:2b,0,full,400,0,548,306,26.550404
gemma2:2b,0,full,400,1,1013,551,35.303683
gemma2:2b,0,full,400,2,1477,795,36.800144
gemma2:2b,0,full,400,3,1926,1033,38.364141
gemma2:2b,0,full,400,4,2380,1273,40.976163
gemma2:2b,0,full,400,5,2835,1512,42.205684
